Query Molecule,Canonicalization,Rank,Pubchem,Patent
2-diphenylaminocarbazole,RDKit Atom 0,3,https://pubchem.ncbi.nlm.nih.gov/compound/117633923,https://pubchem.ncbi.nlm.nih.gov/patent/EP-1802706-B1
2-diphenylaminocarbazole,RDKit Atom 0,4,https://pubchem.ncbi.nlm.nih.gov/compound/57702177,https://pubchem.ncbi.nlm.nih.gov/patent/US-2009131673-A1
2-diphenylaminocarbazole,RDKit Atom 0,5,https://pubchem.ncbi.nlm.nih.gov/compound/58401023,n/a
2-diphenylaminocarbazole,RDKit Atom 0,6,https://pubchem.ncbi.nlm.nih.gov/compound/135173910,https://patents.google.com/patent/US11289654B2/en
2-diphenylaminocarbazole,RDKit Atom 0,7,https://pubchem.ncbi.nlm.nih.gov/compound/54511588,https://pubchem.ncbi.nlm.nih.gov/patent/US-4931350-A
2-diphenylaminocarbazole,RDKit Atom 0,8,https://pubchem.ncbi.nlm.nih.gov/compound/53473286,n/a
2-diphenylaminocarbazole,RDKit Atom 0,9,https://pubchem.ncbi.nlm.nih.gov/compound/66650204,https://pubchem.ncbi.nlm.nih.gov/patent/CN-114163447-A
2-diphenylaminocarbazole,RDKit Atom 0,10,https://pubchem.ncbi.nlm.nih.gov/compound/85666158,https://pubchem.ncbi.nlm.nih.gov/patent/US-2018040829-A1
2-diphenylaminocarbazole,RDKit Atom 0,11,https://pubchem.ncbi.nlm.nih.gov/compound/118134114,https://pubchem.ncbi.nlm.nih.gov/patent/US-2015162542-A1
2-diphenylaminocarbazole,RDKit Atom 0,12,https://pubchem.ncbi.nlm.nih.gov/compound/15641729,n/a
2-diphenylaminocarbazole,RDKit Atom 0,13,https://pubchem.ncbi.nlm.nih.gov/compound/72736479,https://patentscope.wipo.int/search/en/detail.jsf?docId=JP273277091&_cid=P11-LFVQ0L-56617-1
2-diphenylaminocarbazole,RDKit Atom 0,14,https://pubchem.ncbi.nlm.nih.gov/compound/131980099,https://pubchem.ncbi.nlm.nih.gov/patent/US-2017288148-A1
2-diphenylaminocarbazole,RDKit Atom 0,15,https://pubchem.ncbi.nlm.nih.gov/compound/101115479,n/a
2-diphenylaminocarbazole,RDKit Atom 0,16,https://pubchem.ncbi.nlm.nih.gov/compound/102333726,n/a
2-diphenylaminocarbazole,RDKit Atom 0,17,https://pubchem.ncbi.nlm.nih.gov/compound/59133370,https://pubchem.ncbi.nlm.nih.gov/patent/US-2018090687-A1
2-diphenylaminocarbazole,RDKit Atom 0,18,https://pubchem.ncbi.nlm.nih.gov/compound/132502906,n/a
2-diphenylaminocarbazole,RDKit Atom 0,19,https://pubchem.ncbi.nlm.nih.gov/compound/12505268,n/a
2-diphenylaminocarbazole,RDKit Atom 0,20,https://pubchem.ncbi.nlm.nih.gov/compound/88364885,https://pubchem.ncbi.nlm.nih.gov/patent/US-2012126180-A1
2-diphenylaminocarbazole,RDKIT Atom n,1,https://pubchem.ncbi.nlm.nih.gov/compound/10892657,n/a
2-diphenylaminocarbazole,RDKIT Atom n,2,https://pubchem.ncbi.nlm.nih.gov/compound/123135311,n/a
2-diphenylaminocarbazole,RDKIT Atom n,3,https://pubchem.ncbi.nlm.nih.gov/compound/122210717,n/a
2-diphenylaminocarbazole,RDKIT Atom n,4,https://pubchem.ncbi.nlm.nih.gov/compound/11810541,n/a
2-diphenylaminocarbazole,RDKIT Atom n,5,https://pubchem.ncbi.nlm.nih.gov/compound/121228673,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2021012717-A1
2-diphenylaminocarbazole,RDKIT Atom n,6,https://pubchem.ncbi.nlm.nih.gov/compound/12065985,n/a
2-diphenylaminocarbazole,RDKIT Atom n,7,https://pubchem.ncbi.nlm.nih.gov/compound/58966992,https://pubchem.ncbi.nlm.nih.gov/patent/US-2007213327-A1
2-diphenylaminocarbazole,RDKIT Atom n,8,https://pubchem.ncbi.nlm.nih.gov/compound/102163265,n/a
2-diphenylaminocarbazole,RDKIT Atom n,9,https://pubchem.ncbi.nlm.nih.gov/compound/68969564,https://pubchem.ncbi.nlm.nih.gov/patent/US-2009326006-A1
2-diphenylaminocarbazole,RDKIT Atom n,10,https://pubchem.ncbi.nlm.nih.gov/compound/71456541,n/a
2-diphenylaminocarbazole,RDKIT Atom n,11,https://pubchem.ncbi.nlm.nih.gov/compound/101082530,n/a
2-diphenylaminocarbazole,RDKIT Atom n,12,https://pubchem.ncbi.nlm.nih.gov/compound/9836049,n/a
2-diphenylaminocarbazole,RDKIT Atom n,13,https://pubchem.ncbi.nlm.nih.gov/compound/10585958,n/a
2-diphenylaminocarbazole,RDKIT Atom n,14,https://pubchem.ncbi.nlm.nih.gov/compound/134852402,n/a
2-diphenylaminocarbazole,RDKIT Atom n,15,https://pubchem.ncbi.nlm.nih.gov/compound/699711,n/a
2-diphenylaminocarbazole,RDKIT Atom n,16,https://pubchem.ncbi.nlm.nih.gov/compound/101767888,n/a
2-diphenylaminocarbazole,RDKIT Atom n,17,https://pubchem.ncbi.nlm.nih.gov/compound/59699922,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2007106236-A2
2-diphenylaminocarbazole,RDKIT Atom n,18,https://pubchem.ncbi.nlm.nih.gov/compound/102515925,n/a
2-diphenylaminocarbazole,RDKIT Atom n,19,https://pubchem.ncbi.nlm.nih.gov/compound/729459,n/a
2-diphenylaminocarbazole,RDKIT Atom n,20,https://pubchem.ncbi.nlm.nih.gov/compound/5378237,n/a
2-diphenylaminocarbazole,OEChem,1,https://pubchem.ncbi.nlm.nih.gov/compound/101378249,n/a
2-diphenylaminocarbazole,OEChem,2,https://pubchem.ncbi.nlm.nih.gov/compound/11374507,n/a
2-diphenylaminocarbazole,OEChem,3,https://pubchem.ncbi.nlm.nih.gov/compound/134982929,n/a
2-diphenylaminocarbazole,OEChem,4,https://pubchem.ncbi.nlm.nih.gov/compound/121277727,n/a
2-diphenylaminocarbazole,OEChem,5,https://pubchem.ncbi.nlm.nih.gov/compound/91515383,https://pubchem.ncbi.nlm.nih.gov/patent/US-2004151944-A1
2-diphenylaminocarbazole,OEChem,6,https://pubchem.ncbi.nlm.nih.gov/compound/122204293,n/a
2-diphenylaminocarbazole,OEChem,7,https://pubchem.ncbi.nlm.nih.gov/compound/136880633,n/a
2-diphenylaminocarbazole,OEChem,8,https://pubchem.ncbi.nlm.nih.gov/compound/632403,n/a
2-diphenylaminocarbazole,OEChem,9,https://pubchem.ncbi.nlm.nih.gov/compound/10178481,https://patents.google.com/patent/US6919448B2
2-diphenylaminocarbazole,OEChem,10,https://pubchem.ncbi.nlm.nih.gov/compound/102090697,n/a
2-diphenylaminocarbazole,OEChem,11,https://pubchem.ncbi.nlm.nih.gov/compound/57599395,https://pubchem.ncbi.nlm.nih.gov/patent/US-2006216621-A1
2-diphenylaminocarbazole,OEChem,12,https://pubchem.ncbi.nlm.nih.gov/compound/54275018,https://pubchem.ncbi.nlm.nih.gov/patent/US-5041366-A
2-diphenylaminocarbazole,OEChem,13,https://pubchem.ncbi.nlm.nih.gov/compound/137052079,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2013105026-A1
2-diphenylaminocarbazole,OEChem,14,https://pubchem.ncbi.nlm.nih.gov/compound/89304021,https://pubchem.ncbi.nlm.nih.gov/patent/EP-2535331-A1
2-diphenylaminocarbazole,OEChem,15,https://pubchem.ncbi.nlm.nih.gov/compound/124008654,https://pubchem.ncbi.nlm.nih.gov/patent/WO-2013178041-A1
2-diphenylaminocarbazole,OEChem,16,https://pubchem.ncbi.nlm.nih.gov/compound/118122961,https://pubchem.ncbi.nlm.nih.gov/patent/EP-2878599-A1
2-diphenylaminocarbazole,OEChem,17,https://pubchem.ncbi.nlm.nih.gov/compound/89296775,https://pubchem.ncbi.nlm.nih.gov/patent/EP-2535331-A1
2-diphenylaminocarbazole,OEChem,18,https://pubchem.ncbi.nlm.nih.gov/compound/90180369,https://pubchem.ncbi.nlm.nih.gov/patent/US-9899600-B2
2-diphenylaminocarbazole,OEChem,19,https://pubchem.ncbi.nlm.nih.gov/compound/136436068,n/a
2-diphenylaminocarbazole,OEChem,20,https://pubchem.ncbi.nlm.nih.gov/compound/60136245,https://pubchem.ncbi.nlm.nih.gov/patent/US-2010314615-A1
